id,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w
17_68,4.242,-0.2501,0.9562,0.0,0.0,0.9990102017774128,0.044481645030875525
17_69,3.2563,0.153,0.9253,0.0,0.0,0.9985880663586972,0.053121311410751236
17_70,2.3027,0.469,0.8345,0.0,0.0,0.997997456227874,0.0632540699298702
17_71,1.3117,0.7697,0.7847,0.0,0.0,0.9973369509490264,0.07293151768405215
17_72,0.3038,1.1628,0.7166,0.0,0.0,0.9958626902952513,0.09087079881845686
17_73,-0.6416,1.568,0.6721,0.0,0.0,0.9936621086789069,0.11240824603109917
17_74,-1.5375,2.0244,0.5752,0.0,0.0,0.9903901594711891,0.13830159804800735
17_75,-2.6953,2.6367,0.5169,0.0,0.0,0.9845438258894595,0.17513838786212926
17_76,-3.707,3.3719,0.4156,0.0,0.0,0.9750841364104703,0.22183535994211395
17_77,-4.6875,4.0777,0.3358,0.0,0.0,0.9608350642060727,0.2771208750565576
17_78,-5.5994,4.913,0.2576,0.0,0.0,0.9396821968081732,0.3420487816112865
17_79,-6.402,5.8593,0.1905,0.0,0.0,0.9120271845867954,0.41012975333994417
17_80,-6.9396,6.9093,0.1255,0.0,0.0,0.8755871689291165,0.48306015112684975
17_81,-7.3225,8.0907,0.0885,0.0,0.0,0.8277580008340096,0.5610852805548224
17_82,-7.349,9.2191,0.0059,0.0,0.0,0.7523024761313927,0.6588178689186984
17_83,-7.5661,10.2989,-0.0579,0.0,0.0,0.6821507751882283,0.731211542517006
17_84,-7.2208,11.5004,-0.0761,0.0,0.0,0.6098727396588741,0.7924993636722866
17_85,-6.7093,12.4839,-0.1,0.0,0.0,0.5324141589919663,0.8464840006195493
17_86,-5.8919,13.4007,-0.0499,0.0,0.0,0.43487548722631736,0.90049059440378
17_87,-4.9577,14.1596,0.0109,0.0,0.0,0.34224016260019957,0.9396125111466902
18_0,1.3549,10.8159,0.3129,0.0,0.0,-0.9022244719361492,0.43126674140204313
18_1,0.6673,9.8075,0.2927,0.0,0.0,-0.8540126273315445,0.5202522776098848
18_2,0.0982,8.8679,0.2952,0.0,0.0,-0.792257592529521,0.6101867804855555
18_3,-0.1674,7.7939,0.2971,0.0,0.0,-0.6915625016024296,0.72231662474111
18_4,-0.016,6.7165,0.3308,0.0,0.0,-0.6049077393445691,0.7962955650266067
18_5,0.4703,5.6266,0.3591,0.0,0.0,-0.5074733758447902,0.8616674374772975
18_6,1.0478,4.6374,0.44,0.0,0.0,-0.4097226503328212,0.9122101456376424
18_7,1.7823,3.662,0.5316,0.0,0.0,-0.3159900593219822,0.9487625005288153
18_8,2.8056,2.9294,0.618,0.0,0.0,-0.2316271609937659,0.972804635212008
18_9,3.752,2.5905,0.639,0.0,0.0,-0.1709561266141135,0.985278642198794
18_10,4.8491,2.3299,0.6923,0.0,0.0,-0.11593867923113746,0.9932563730770316
18_11,5.9542,2.1258,0.7686,0.0,0.0,-0.0700924792001526,0.9975404976037695
18_12,7.1193,1.9555,0.845,0.0,0.0,-0.03599222450386925,0.9993520699809768
18_13,8.329,1.8898,0.8918,0.0,0.0,-0.014949443112494158,0.9998882508313748
18_14,9.5629,1.8863,0.9811,0.0,0.0,-0.004799981568021233,0.9999884800221184
18_15,10.8273,1.9032,1.0635,0.0,0.0,0.002749996533855477,0.999996218752383
18_16,12.0401,1.9231,1.134,0.0,0.0,0.007699923911392232,0.9999703551464707
18_17,13.2311,1.9756,1.2247,0.0,0.0,0.012949638045139216,0.9999161499218321
18_18,14.454,2.0982,1.2894,0.0,0.0,0.024547534016584723,0.9996986638851253
18_19,15.667,2.1955,1.358,0.0,0.0,0.04368609241919149,0.9990453069451565
18_20,16.8044,2.3517,1.4531,0.0,0.0,0.07094036320010678,0.9974805586421406
18_21,17.9644,2.5628,1.5041,0.0,0.0,0.10416072656810109,0.9945604773168926
18_22,19.1917,2.8108,1.5556,0.0,0.0,0.14825149986939953,0.9889496917368817
18_23,20.2247,3.1073,1.6655,0.0,0.0,0.20106989525257857,0.9795768970443909
18_24,21.1457,3.5801,1.7298,0.0,0.0,0.25828833820608815,0.966067872536261
18_25,21.9855,4.1788,1.7631,0.0,0.0,0.3166066881510026,0.9485569065786479
18_26,22.7811,4.8316,1.8034,0.0,0.0,0.3771341506413304,0.9261586432248216
18_27,23.5077,5.622,1.8373,0.0,0.0,0.4416168725530327,0.8972037326474286
18_28,24.1083,6.4314,1.8431,0.0,0.0,0.5028129953521397,0.8643952173080374
18_29,24.7628,7.5022,1.8801,0.0,0.0,0.5832305118284931,0.812306697049996
18_30,25.0165,8.5624,1.9044,0.0,0.0,0.6590086866994831,0.7521353274874293
18_31,24.9825,9.7477,1.8986,0.0,0.0,0.7256991232597825,0.6880121964761838
18_32,24.8426,10.9168,1.8811,0.0,0.0,0.7836376166828068,0.6212182271309257
18_33,24.5885,12.16,1.8511,0.0,0.0,0.8376955915178484,0.5461374332084938
18_34,24.1027,13.3017,1.8157,0.0,0.0,0.8854911654465077,0.4646562126090487
18_35,23.3313,14.2742,1.7346,0.0,0.0,0.92679981217267,0.37555573242423496
18_36,22.4417,14.9339,1.6529,0.0,0.0,0.9511686078382324,0.3086717989436008
18_37,21.549,15.5242,1.5707,0.0,0.0,0.9703440352850675,0.24172805626714405
18_38,20.4978,16.0282,1.4939,0.0,0.0,0.9844121952079393,0.17587674640465137
18_39,19.4593,16.3515,1.4019,0.0,0.0,0.9935094521184004,0.11374958703835349
18_40,18.3935,16.6445,1.3187,0.0,0.0,0.9987703542716628,0.049575996490812124
18_41,17.3152,16.7253,1.2257,0.0,0.0,0.9999995522328321,0.0009463266536519577
18_42,16.2105,16.6429,1.1768,0.0,0.0,-0.9993395449772056,0.036338324737826104
18_43,15.1095,16.4975,1.0757,0.0,0.0,-0.9978394886732155,0.06569897141033433
18_44,14.0054,16.3033,1.0277,0.0,0.0,-0.9966769403799974,0.08145597899949983
18_45,12.9916,16.1129,0.9634,0.0,0.0,-0.9958626902952513,0.09087079881845686
18_46,11.9502,15.8813,0.8892,0.0,0.0,-0.9946748309622074,0.10306299360247602
18_47,10.8016,15.601,0.8146,0.0,0.0,-0.993520822109538,0.1136502355245593
18_48,9.7822,15.3713,0.7315,0.0,0.0,-0.9925676729957846,0.12169393790872673
18_49,8.8213,15.0926,0.698,0.0,0.0,-0.9916915045785529,0.12863887338874674
18_50,7.6275,14.7692,0.6189,0.0,0.0,-0.9907599633622823,0.1356270437573903
18_51,6.6734,14.4438,0.5474,0.0,0.0,-0.9903486244248403,0.13859870886782005
18_52,10.4062,15.581,0.775,0.0,0.0,-0.9800970964215819,0.19851871847758934
18_53,9.3323,15.1076,0.7265,0.0,0.0,-0.9833483094664478,0.18173085117689647
18_54,8.2133,14.6523,0.6463,0.0,0.0,-0.9843681952589152,0.17612284395474137
18_55,7.1124,14.2238,0.5837,0.0,0.0,-0.983844350393827,0.1790259595649431
18_56,6.1445,13.8196,0.5186,0.0,0.0,-0.9820803923808435,0.1884624708027792
18_57,5.1563,13.3232,0.4582,0.0,0.0,-0.9782085149594946,0.20762490520344665
18_58,4.0306,12.8497,0.4001,0.0,0.0,-0.9705611975170303,0.24085464885342822
18_59,2.9963,12.3614,0.3606,0.0,0.0,-0.9579441515495681,0.2869547046346828
18_60,2.1433,11.6514,0.324,0.0,0.0,-0.9360213550992923,0.3519432096206498
19_0,-4.0411,14.8012,0.0609,0.0,0.0,0.28504176452409563,0.9585150976781691
19_1,-2.9346,15.217,0.1191,0.0,0.0,0.2535031574171069,0.9673345590743451
19_2,-1.8694,15.522,0.1615,0.0,0.0,0.23357230571294973,0.9723394355902348
19_3,-0.6498,15.8387,0.2083,0.0,0.0,0.2145196460823314,0.9767196739314261
19_4,0.5285,16.1056,0.3107,0.0,0.0,0.20772631809948017,0.9781869845631936
19_5,1.5222,16.3474,0.385,0.0,0.0,0.20390981877387518,0.9789896760475084
19_6,2.8081,16.5599,0.4622,0.0,0.0,0.19768916504590728,0.9802647571056771
19_7,3.8576,16.7225,0.5157,0.0,0.0,0.193913689932429,0.9810185935326556
19_8,4.9643,16.9175,0.5865,0.0,0.0,0.18915348774396654,0.981947533259437
19_9,6.0978,17.0766,0.6409,0.0,0.0,0.18433969330208616,0.9828625933838834
19_10,7.1956,17.2554,0.7457,0.0,0.0,0.17883280110798688,0.9838794790256941
19_11,8.3113,17.4225,0.8314,0.0,0.0,0.1665699584504029,0.9860296389773642
19_12,9.461,17.6151,0.9268,0.0,0.0,0.1480537069673408,0.9889793222576642
19_13,10.5559,17.7027,1.0071,0.0,0.0,0.12685726477957943,0.9919209819197513
19_14,11.71,17.7228,1.0841,0.0,0.0,0.10062938794745194,0.9949239801519115
19_15,12.8574,17.6873,1.1842,0.0,0.0,0.07542829229481046,0.9971512286115325
19_16,13.9516,17.5774,1.2337,0.0,0.0,0.049030334112921924,0.9987972899126105
19_17,15.0587,17.4689,1.345,0.0,0.0,0.022348139325160554,0.9997502491466073
19_18,16.1904,17.3516,1.4059,0.0,0.0,-0.0091998702192159,0.9999576802984962
19_19,17.3026,17.1353,1.5018,0.0,0.0,-0.043636140099257426,0.9990474900009698
19_20,18.3513,16.7107,1.6129,0.0,0.0,-0.08031340824788576,0.9967696606817487
19_21,19.3815,16.337,1.6702,0.0,0.0,-0.11807391082485859,0.993004809445817
19_22,20.3168,15.8619,1.7491,0.0,0.0,-0.15907139481727903,0.9872670820760132
19_23,21.2221,15.2725,1.8146,0.0,0.0,-0.2013637592691386,0.9795165319957598
19_24,22.0224,14.652,1.9175,0.0,0.0,-0.24420520695283995,0.969723577571011
19_25,22.8938,14.0604,1.9922,0.0,0.0,-0.28959147849574957,0.9571503411599694
19_26,23.7838,13.1692,2.0561,0.0,0.0,-0.3371142170833086,0.9414637564135477
19_27,24.4804,12.3059,2.135,0.0,0.0,-0.38268428076468186,0.923879181092213
19_28,25.0092,11.3877,2.1689,0.0,0.0,-0.4271152819780984,0.9041971775562947
19_29,25.4503,10.4042,2.1979,0.0,0.0,-0.4751196457666295,0.8799212022713128
19_30,25.7804,9.381,2.2063,0.0,0.0,-0.526135657123346,0.8504006528121818
19_31,25.9795,8.3003,2.2008,0.0,0.0,-0.5798544263755739,0.814720101760509
19_32,26.2345,7.1564,2.2319,0.0,0.0,-0.6364986191255626,0.7712778408921469
19_33,26.2584,6.0052,2.2445,0.0,0.0,-0.6867438401959113,0.7268995102164897
19_34,26.0424,4.8994,2.235,0.0,0.0,-0.7330531805215021,0.6801713273340108
19_35,25.7127,3.7629,2.1926,0.0,0.0,-0.7780464023201213,0.6282068097662711
19_36,25.1687,2.71,2.1622,0.0,0.0,-0.8177552098570406,0.5755661706108754
19_37,24.5177,1.8254,2.1383,0.0,0.0,-0.8545843880439187,0.5193125491566722
19_38,23.769,1.0193,2.0928,0.0,0.0,-0.8857697997689405,0.4641248343035428
19_39,23.031,0.2107,2.0798,0.0,0.0,-0.9143095986524112,0.4050159969829176
19_40,22.0761,-0.5116,2.0334,0.0,0.0,-0.9357218652694433,0.35273870053720174
19_41,21.015,-1.1003,1.9455,0.0,0.0,-0.9523651911743372,0.3049599033306974
19_42,19.9966,-1.5408,1.8795,0.0,0.0,-0.9638385279742373,0.2664869452570901
19_43,18.9123,-1.8581,1.8003,0.0,0.0,-0.9724336432465903,0.23317977931665307
19_44,17.8345,-2.0863,1.7064,0.0,0.0,-0.9788372200497268,0.20464040814395024
19_45,16.6639,-2.3053,1.6603,0.0,0.0,-0.9843064919722383,0.17646736202852384
19_46,15.3903,-2.4965,1.5876,0.0,0.0,-0.9887790973353406,0.14938506174550675
19_47,14.2983,-2.5726,1.5282,0.0,0.0,-0.9919594593351512,0.1265560391111957
19_48,13.0948,-2.5622,1.454,0.0,0.0,-0.9947620751699596,0.10221748286646304
19_49,11.9226,-2.5337,1.4006,0.0,0.0,-0.9969598281940963,0.07791727001889842
19_50,10.7364,-2.4831,1.3665,0.0,0.0,-0.9985854090448928,0.053171240747646606
19_51,9.6512,-2.262,1.2651,0.0,0.0,-0.9994407237513945,0.033440091316990855
19_52,8.5161,-2.1334,1.2232,0.0,0.0,-0.9999510317576377,0.009896165259126323
19_53,7.3603,-1.9258,1.1221,0.0,0.0,0.9999395410077347,0.010996105185057769
19_54,6.2709,-1.6232,1.0971,0.0,0.0,0.9995118732473709,0.031241242573423172
19_55,5.1755,-1.3063,1.0095,0.0,0.0,0.9987529414985618,0.04992556307114048
19_56,4.2061,-0.9689,0.9587,0.0,0.0,0.9978394886732155,0.06569897141033433
19_57,3.1853,-0.5971,0.923,0.0,0.0,0.9965120351773901,0.0834491686394538
19_58,1.9994,-0.1126,0.8569,0.0,0.0,0.9943982217988651,0.10569851693971466
19_59,0.9922,0.3497,0.7551,0.0,0.0,0.992066673610109,0.1257128279539256
19_60,0.0565,0.816,0.7146,0.0,0.0,0.9890906254773221,0.14730829777334264
19_61,12.1159,-1.6784,1.394,0.0,0.0,-0.9914909231354582,0.1301758400779386
19_62,10.9708,-1.7142,1.312,0.0,0.0,-0.9984743098008503,0.05521822767633553
19_63,9.8253,-1.5559,1.2726,0.0,0.0,-0.9996010990344494,0.02824257086599621
19_64,8.7089,-1.3607,1.2264,0.0,0.0,-0.9999495360834053,0.01004615780199551
19_65,7.481,-1.1362,1.1303,0.0,0.0,0.999975174742066,0.0070462684858400865
19_66,6.2141,-0.7949,1.0682,0.0,0.0,0.999704858771338,0.024293936465281194
19_67,5.2122,-0.527,1.0342,0.0,0.0,0.9993485983289347,0.03608848871861175
19_68,4.242,-0.2501,0.9562,0.0,0.0,0.9990102017774128,0.044481645030875525
19_69,3.2563,0.153,0.9253,0.0,0.0,0.9985880663586972,0.053121311410751236
19_70,2.3027,0.469,0.8345,0.0,0.0,0.997997456227874,0.0632540699298702
19_71,1.3117,0.7697,0.7847,0.0,0.0,0.9973369509490264,0.07293151768405215
19_72,0.3038,1.1628,0.7166,0.0,0.0,0.9958626902952513,0.09087079881845686
19_73,-0.6416,1.568,0.6721,0.0,0.0,0.9936621086789069,0.11240824603109917
19_74,-1.5375,2.0244,0.5752,0.0,0.0,0.9903901594711891,0.13830159804800735
19_75,-2.6953,2.6367,0.5169,0.0,0.0,0.9845438258894595,0.17513838786212926
19_76,-3.707,3.3719,0.4156,0.0,0.0,0.9750841364104703,0.22183535994211395
19_77,-4.6875,4.0777,0.3358,0.0,0.0,0.9608350642060727,0.2771208750565576
19_78,-5.5994,4.913,0.2576,0.0,0.0,0.9396821968081732,0.3420487816112865
19_79,-6.402,5.8593,0.1905,0.0,0.0,0.9120271845867954,0.41012975333994417
19_80,-6.9396,6.9093,0.1255,0.0,0.0,0.8755871689291165,0.48306015112684975
19_81,-7.3225,8.0907,0.0885,0.0,0.0,0.8277580008340096,0.5610852805548224
19_82,-7.349,9.2191,0.0059,0.0,0.0,0.7523024761313927,0.6588178689186984
19_83,-7.5661,10.2989,-0.0579,0.0,0.0,0.6821507751882283,0.731211542517006
19_84,-7.2208,11.5004,-0.0761,0.0,0.0,0.6098727396588741,0.7924993636722866
19_85,-6.7093,12.4839,-0.1,0.0,0.0,0.5324141589919663,0.8464840006195493
19_86,-5.8919,13.4007,-0.0499,0.0,0.0,0.43487548722631736,0.90049059440378
19_87,-4.9577,14.1596,0.0109,0.0,0.0,0.34224016260019957,0.9396125111466902
20_0,1.3549,10.8159,0.3129,0.0,0.0,-0.9022244719361492,0.43126674140204313
20_1,0.6673,9.8075,0.2927,0.0,0.0,-0.8540126273315445,0.5202522776098848
20_2,0.0982,8.8679,0.2952,0.0,0.0,-0.792257592529521,0.6101867804855555
20_3,-0.1674,7.7939,0.2971,0.0,0.0,-0.6915625016024296,0.72231662474111
20_4,-0.016,6.7165,0.3308,0.0,0.0,-0.6049077393445691,0.7962955650266067
20_5,0.4703,5.6266,0.3591,0.0,0.0,-0.5074733758447902,0.8616674374772975
20_6,1.0478,4.6374,0.44,0.0,0.0,-0.4097226503328212,0.9122101456376424
20_7,1.7823,3.662,0.5316,0.0,0.0,-0.3159900593219822,0.9487625005288153
20_8,2.8056,2.9294,0.618,0.0,0.0,-0.2316271609937659,0.972804635212008
20_9,3.752,2.5905,0.639,0.0,0.0,-0.1709561266141135,0.985278642198794
20_10,4.8491,2.3299,0.6923,0.0,0.0,-0.11593867923113746,0.9932563730770316
20_11,5.9542,2.1258,0.7686,0.0,0.0,-0.0700924792001526,0.9975404976037695
20_12,7.1193,1.9555,0.845,0.0,0.0,-0.03599222450386925,0.9993520699809768
20_13,8.329,1.8898,0.8918,0.0,0.0,-0.014949443112494158,0.9998882508313748
20_14,9.5629,1.8863,0.9811,0.0,0.0,-0.004799981568021233,0.9999884800221184
20_15,10.8273,1.9032,1.0635,0.0,0.0,0.002749996533855477,0.999996218752383
20_16,12.0401,1.9231,1.134,0.0,0.0,0.007699923911392232,0.9999703551464707
20_17,13.2311,1.9756,1.2247,0.0,0.0,0.012949638045139216,0.9999161499218321
20_18,14.454,2.0982,1.2894,0.0,0.0,0.024547534016584723,0.9996986638851253
20_19,15.667,2.1955,1.358,0.0,0.0,0.04368609241919149,0.9990453069451565
20_20,16.8044,2.3517,1.4531,0.0,0.0,0.07094036320010678,0.9974805586421406
20_21,17.9644,2.5628,1.5041,0.0,0.0,0.10416072656810109,0.9945604773168926
20_22,19.1917,2.8108,1.5556,0.0,0.0,0.14825149986939953,0.9889496917368817
20_23,20.2247,3.1073,1.6655,0.0,0.0,0.20106989525257857,0.9795768970443909
20_24,21.1457,3.5801,1.7298,0.0,0.0,0.25828833820608815,0.966067872536261
20_25,21.9855,4.1788,1.7631,0.0,0.0,0.3166066881510026,0.9485569065786479
20_26,22.7811,4.8316,1.8034,0.0,0.0,0.3771341506413304,0.9261586432248216
20_27,23.5077,5.622,1.8373,0.0,0.0,0.4416168725530327,0.8972037326474286
20_28,24.1083,6.4314,1.8431,0.0,0.0,0.5028129953521397,0.8643952173080374
20_29,24.7628,7.5022,1.8801,0.0,0.0,0.5832305118284931,0.812306697049996
20_30,25.0165,8.5624,1.9044,0.0,0.0,0.6590086866994831,0.7521353274874293
20_31,24.9825,9.7477,1.8986,0.0,0.0,0.7256991232597825,0.6880121964761838
20_32,24.8426,10.9168,1.8811,0.0,0.0,0.7836376166828068,0.6212182271309257
20_33,24.5885,12.16,1.8511,0.0,0.0,0.8376955915178484,0.5461374332084938
20_34,24.1027,13.3017,1.8157,0.0,0.0,0.8854911654465077,0.4646562126090487
20_35,23.3313,14.2742,1.7346,0.0,0.0,0.92679981217267,0.37555573242423496
20_36,22.4417,14.9339,1.6529,0.0,0.0,0.9511686078382324,0.3086717989436008
20_37,21.549,15.5242,1.5707,0.0,0.0,0.9703440352850675,0.24172805626714405
20_38,20.4978,16.0282,1.4939,0.0,0.0,0.9844121952079393,0.17587674640465137
20_39,19.4593,16.3515,1.4019,0.0,0.0,0.9935094521184004,0.11374958703835349
20_40,18.3935,16.6445,1.3187,0.0,0.0,0.9987703542716628,0.049575996490812124
20_41,17.3152,16.7253,1.2257,0.0,0.0,0.9999995522328321,0.0009463266536519577
20_42,16.2105,16.6429,1.1768,0.0,0.0,-0.9993395449772056,0.036338324737826104
20_43,15.1095,16.4975,1.0757,0.0,0.0,-0.9978394886732155,0.06569897141033433
20_44,14.0054,16.3033,1.0277,0.0,0.0,-0.9966769403799974,0.08145597899949983
20_45,12.9916,16.1129,0.9634,0.0,0.0,-0.9958626902952513,0.09087079881845686
20_46,11.9502,15.8813,0.8892,0.0,0.0,-0.9946748309622074,0.10306299360247602
20_47,10.8016,15.601,0.8146,0.0,0.0,-0.993520822109538,0.1136502355245593
20_48,9.7822,15.3713,0.7315,0.0,0.0,-0.9925676729957846,0.12169393790872673
20_49,8.8213,15.0926,0.698,0.0,0.0,-0.9916915045785529,0.12863887338874674
20_50,7.6275,14.7692,0.6189,0.0,0.0,-0.9907599633622823,0.1356270437573903
20_51,6.6734,14.4438,0.5474,0.0,0.0,-0.9903486244248403,0.13859870886782005
20_52,10.4062,15.581,0.775,0.0,0.0,-0.9800970964215819,0.19851871847758934
20_53,9.3323,15.1076,0.7265,0.0,0.0,-0.9833483094664478,0.18173085117689647
20_54,8.2133,14.6523,0.6463,0.0,0.0,-0.9843681952589152,0.17612284395474137
20_55,7.1124,14.2238,0.5837,0.0,0.0,-0.983844350393827,0.1790259595649431
20_56,6.1445,13.8196,0.5186,0.0,0.0,-0.9820803923808435,0.1884624708027792
20_57,5.1563,13.3232,0.4582,0.0,0.0,-0.9782085149594946,0.20762490520344665
20_58,4.0306,12.8497,0.4001,0.0,0.0,-0.9705611975170303,0.24085464885342822
20_59,2.9963,12.3614,0.3606,0.0,0.0,-0.9579441515495681,0.2869547046346828
20_60,2.1433,11.6514,0.324,0.0,0.0,-0.9360213550992923,0.3519432096206498
21_0,-4.0411,14.8012,0.0609,0.0,0.0,0.28504176452409563,0.9585150976781691
21_1,-2.9346,15.217,0.1191,0.0,0.0,0.2535031574171069,0.9673345590743451
21_2,-1.8694,15.522,0.1615,0.0,0.0,0.23357230571294973,0.9723394355902348
21_3,-0.6498,15.8387,0.2083,0.0,0.0,0.2145196460823314,0.9767196739314261
21_4,0.5285,16.1056,0.3107,0.0,0.0,0.20772631809948017,0.9781869845631936
21_5,1.5222,16.3474,0.385,0.0,0.0,0.20390981877387518,0.9789896760475084
21_6,2.8081,16.5599,0.4622,0.0,0.0,0.19768916504590728,0.9802647571056771
21_7,3.8576,16.7225,0.5157,0.0,0.0,0.193913689932429,0.9810185935326556
21_8,4.9643,16.9175,0.5865,0.0,0.0,0.18915348774396654,0.981947533259437
21_9,6.0978,17.0766,0.6409,0.0,0.0,0.18433969330208616,0.9828625933838834
21_10,7.1956,17.2554,0.7457,0.0,0.0,0.17883280110798688,0.9838794790256941
21_11,8.3113,17.4225,0.8314,0.0,0.0,0.1665699584504029,0.9860296389773642
21_12,9.461,17.6151,0.9268,0.0,0.0,0.1480537069673408,0.9889793222576642
21_13,10.5559,17.7027,1.0071,0.0,0.0,0.12685726477957943,0.9919209819197513
21_14,11.71,17.7228,1.0841,0.0,0.0,0.10062938794745194,0.9949239801519115
21_15,12.8574,17.6873,1.1842,0.0,0.0,0.07542829229481046,0.9971512286115325
21_16,13.9516,17.5774,1.2337,0.0,0.0,0.049030334112921924,0.9987972899126105
21_17,15.0587,17.4689,1.345,0.0,0.0,0.022348139325160554,0.9997502491466073
21_18,16.1904,17.3516,1.4059,0.0,0.0,-0.0091998702192159,0.9999576802984962
21_19,17.3026,17.1353,1.5018,0.0,0.0,-0.043636140099257426,0.9990474900009698
21_20,18.3513,16.7107,1.6129,0.0,0.0,-0.08031340824788576,0.9967696606817487
21_21,19.3815,16.337,1.6702,0.0,0.0,-0.11807391082485859,0.993004809445817
21_22,20.3168,15.8619,1.7491,0.0,0.0,-0.15907139481727903,0.9872670820760132
21_23,21.2221,15.2725,1.8146,0.0,0.0,-0.2013637592691386,0.9795165319957598
21_24,22.0224,14.652,1.9175,0.0,0.0,-0.24420520695283995,0.969723577571011
21_25,22.8938,14.0604,1.9922,0.0,0.0,-0.28959147849574957,0.9571503411599694
21_26,23.7838,13.1692,2.0561,0.0,0.0,-0.3371142170833086,0.9414637564135477
21_27,24.4804,12.3059,2.135,0.0,0.0,-0.38268428076468186,0.923879181092213
21_28,25.0092,11.3877,2.1689,0.0,0.0,-0.4271152819780984,0.9041971775562947
21_29,25.4503,10.4042,2.1979,0.0,0.0,-0.4751196457666295,0.8799212022713128
21_30,25.7804,9.381,2.2063,0.0,0.0,-0.526135657123346,0.8504006528121818
21_31,25.9795,8.3003,2.2008,0.0,0.0,-0.5798544263755739,0.814720101760509
21_32,26.2345,7.1564,2.2319,0.0,0.0,-0.6364986191255626,0.7712778408921469
21_33,26.2584,6.0052,2.2445,0.0,0.0,-0.6867438401959113,0.7268995102164897
21_34,26.0424,4.8994,2.235,0.0,0.0,-0.7330531805215021,0.6801713273340108
21_35,25.7127,3.7629,2.1926,0.0,0.0,-0.7780464023201213,0.6282068097662711
21_36,25.1687,2.71,2.1622,0.0,0.0,-0.8177552098570406,0.5755661706108754
21_37,24.5177,1.8254,2.1383,0.0,0.0,-0.8545843880439187,0.5193125491566722
21_38,23.769,1.0193,2.0928,0.0,0.0,-0.8857697997689405,0.4641248343035428
21_39,23.031,0.2107,2.0798,0.0,0.0,-0.9143095986524112,0.4050159969829176
21_40,22.0761,-0.5116,2.0334,0.0,0.0,-0.9357218652694433,0.35273870053720174
21_41,21.015,-1.1003,1.9455,0.0,0.0,-0.9523651911743372,0.3049599033306974
21_42,19.9966,-1.5408,1.8795,0.0,0.0,-0.9638385279742373,0.2664869452570901
21_43,18.9123,-1.8581,1.8003,0.0,0.0,-0.9724336432465903,0.23317977931665307
21_44,17.8345,-2.0863,1.7064,0.0,0.0,-0.9788372200497268,0.20464040814395024
21_45,16.6639,-2.3053,1.6603,0.0,0.0,-0.9843064919722383,0.17646736202852384
21_46,15.3903,-2.4965,1.5876,0.0,0.0,-0.9887790973353406,0.14938506174550675
21_47,14.2983,-2.5726,1.5282,0.0,0.0,-0.9919594593351512,0.1265560391111957
21_48,13.0948,-2.5622,1.454,0.0,0.0,-0.9947620751699596,0.10221748286646304
21_49,11.9226,-2.5337,1.4006,0.0,0.0,-0.9969598281940963,0.07791727001889842
21_50,10.7364,-2.4831,1.3665,0.0,0.0,-0.9985854090448928,0.053171240747646606
21_51,9.6512,-2.262,1.2651,0.0,0.0,-0.9994407237513945,0.033440091316990855
21_52,8.5161,-2.1334,1.2232,0.0,0.0,-0.9999510317576377,0.009896165259126323
21_53,7.3603,-1.9258,1.1221,0.0,0.0,0.9999395410077347,0.010996105185057769
21_54,6.2709,-1.6232,1.0971,0.0,0.0,0.9995118732473709,0.031241242573423172
21_55,5.1755,-1.3063,1.0095,0.0,0.0,0.9987529414985618,0.04992556307114048
21_56,4.2061,-0.9689,0.9587,0.0,0.0,0.9978394886732155,0.06569897141033433
